lineage,n_taxa,pfam_id,frequency
Dinophyceae,47,PF00266.21,1.0
Dinophyceae,47,PF00268.23,1.0
Dinophyceae,47,PF00270.31,1.0
Dinophyceae,47,PF00271.33,1.0
Dinophyceae,46,PF00274.21,0.9787234042553191
Dinophyceae,46,PF00276.22,0.9787234042553191
Dinophyceae,46,PF00285.23,0.9787234042553191
Dinophyceae,46,PF00291.27,0.9787234042553191
Dinophyceae,47,PF00293.30,1.0
Dinophyceae,47,PF00294.26,1.0
Dinophyceae,46,PF00297.24,0.9787234042553191
Dinophyceae,47,PF00300.24,1.0
Dinophyceae,45,PF00303.21,0.9574468085106383
Dinophyceae,45,PF00312.24,0.9574468085106383
Dinophyceae,47,PF00313.24,1.0
Dinophyceae,46,PF00316.22,0.9787234042553191
Dinophyceae,46,PF00318.22,0.9787234042553191
Dinophyceae,46,PF00326.23,0.9787234042553191
Dinophyceae,46,PF00328.24,0.9787234042553191
Dinophyceae,47,PF00330.22,1.0
Dinophyceae,47,PF00333.22,1.0
Dinophyceae,46,PF00334.21,0.9787234042553191
Dinophyceae,46,PF00338.24,0.9787234042553191
Dinophyceae,45,PF00344.22,0.9574468085106383
Dinophyceae,47,PF00347.25,1.0
Dinophyceae,45,PF00348.19,0.9574468085106383
Dinophyceae,47,PF00350.25,1.0
Dinophyceae,47,PF00355.28,1.0
Dinophyceae,45,PF00364.24,0.9574468085106383
Dinophyceae,45,PF00365.22,0.9574468085106383
Dinophyceae,46,PF00366.22,0.9787234042553191
Dinophyceae,47,PF00378.22,1.0
Dinophyceae,46,PF00380.21,0.9787234042553191
Dinophyceae,45,PF00383.25,0.9574468085106383
Dinophyceae,47,PF00397.28,1.0
Dinophyceae,45,PF00398.22,0.9574468085106383
Dinophyceae,47,PF00400.34,1.0
Dinophyceae,47,PF00406.24,1.0
Dinophyceae,45,PF00410.21,0.9574468085106383
Dinophyceae,46,PF00411.21,0.9787234042553191
Dinophyceae,46,PF00412.24,0.9787234042553191
Dinophyceae,46,PF00415.20,0.9787234042553191
Dinophyceae,45,PF00416.24,0.9574468085106383
Dinophyceae,45,PF00428.21,0.9574468085106383
Dinophyceae,47,PF00441.26,1.0
Dinophyceae,47,PF00443.31,1.0
Dinophyceae,45,PF00448.24,0.9574468085106383
Dinophyceae,47,PF00450.24,1.0
Dinophyceae,45,PF00453.20,0.9574468085106383
Dinophyceae,45,PF00454.29,0.9574468085106383
Dinophyceae,46,PF00459.27,0.9787234042553191
Dinophyceae,47,PF00462.26,1.0
Dinophyceae,45,PF00463.23,0.9574468085106383
Dinophyceae,47,PF00464.21,1.0
Dinophyceae,45,PF00466.22,0.9574468085106383
Dinophyceae,46,PF00472.22,0.9787234042553191
Dinophyceae,45,PF00474.19,0.9574468085106383
Dinophyceae,47,PF00478.27,1.0
Dinophyceae,47,PF00481.23,1.0
Dinophyceae,45,PF00484.21,0.9574468085106383
Dinophyceae,47,PF00485.20,1.0
Dinophyceae,47,PF00487.26,1.0
Dinophyceae,45,PF00490.23,0.9574468085106383
Dinophyceae,45,PF00491.23,0.9574468085106383
Dinophyceae,47,PF00498.28,1.0
Dinophyceae,47,PF00501.30,1.0
Dinophyceae,47,PF00505.21,1.0
Dinophyceae,47,PF00514.25,1.0
Dinophyceae,46,PF00515.30,0.9787234042553191
Dinophyceae,47,PF00520.33,1.0
Dinophyceae,47,PF00534.22,1.0
Dinophyceae,47,PF00535.28,1.0
Dinophyceae,46,PF00536.32,0.9787234042553191
Dinophyceae,47,PF00550.27,1.0
Dinophyceae,47,PF00557.26,1.0
Dinophyceae,47,PF00561.22,1.0
Dinophyceae,47,PF00566.20,1.0
Dinophyceae,45,PF00569.19,0.9574468085106383
Dinophyceae,47,PF00571.30,1.0
Dinophyceae,45,PF00572.20,0.9574468085106383
Dinophyceae,45,PF00573.24,0.9574468085106383
Dinophyceae,46,PF00574.25,0.9787234042553191
Dinophyceae,46,PF00575.25,0.9787234042553191
Dinophyceae,46,PF00578.23,0.9787234042553191
Dinophyceae,46,PF00581.22,0.9787234042553191
Dinophyceae,46,PF00583.27,0.9787234042553191
Dinophyceae,46,PF00587.27,0.9787234042553191
Dinophyceae,46,PF00588.21,0.9787234042553191
Dinophyceae,46,PF00595.26,0.9787234042553191
Dinophyceae,46,PF00609.21,0.9787234042553191
Dinophyceae,46,PF00612.29,0.9787234042553191
Dinophyceae,47,PF00622.30,1.0
Dinophyceae,46,PF00627.33,0.9787234042553191
Dinophyceae,46,PF00632.27,0.9787234042553191
Dinophyceae,46,PF00635.28,0.9787234042553191
Dinophyceae,46,PF00639.23,0.9787234042553191
Dinophyceae,46,PF00641.20,0.9787234042553191
Dinophyceae,47,PF00642.26,1.0
Dinophyceae,45,PF00643.26,0.9574468085106383
Dinophyceae,47,PF00644.22,1.0
Dinophyceae,45,PF00645.20,0.9574468085106383
Dinophyceae,46,PF00648.23,0.9787234042553191
Dinophyceae,47,PF00650.22,1.0
Dinophyceae,46,PF00651.33,0.9787234042553191
Dinophyceae,46,PF00652.24,0.9787234042553191
Dinophyceae,47,PF00654.22,1.0
Dinophyceae,47,PF00656.24,1.0
Dinophyceae,47,PF00664.25,1.0
Dinophyceae,45,PF00667.22,0.9574468085106383
Dinophyceae,45,PF00673.23,0.9574468085106383
Dinophyceae,47,PF00675.22,1.0
Dinophyceae,45,PF00685.29,0.9574468085106383
Dinophyceae,46,PF00687.23,0.9787234042553191
Dinophyceae,45,PF00692.21,0.9574468085106383
Dinophyceae,47,PF00696.30,1.0
Dinophyceae,46,PF00698.23,0.9787234042553191
Dinophyceae,45,PF00701.24,0.9574468085106383
Dinophyceae,46,PF00702.28,0.9787234042553191
Dinophyceae,45,PF00704.30,0.9574468085106383
Dinophyceae,45,PF00717.25,0.9574468085106383
Dinophyceae,46,PF00719.21,0.9787234042553191
Dinophyceae,45,PF00730.27,0.9574468085106383
Dinophyceae,45,PF00732.21,0.9574468085106383
Dinophyceae,45,PF00743.21,0.9574468085106383
Dinophyceae,45,PF00750.21,0.9574468085106383
Dinophyceae,46,PF00753.29,0.9787234042553191
Dinophyceae,46,PF00754.27,0.9787234042553191
Dinophyceae,46,PF00756.22,0.9787234042553191
Dinophyceae,47,PF00782.22,1.0
Dinophyceae,47,PF00787.26,1.0
Dinophyceae,46,PF00789.22,0.9787234042553191
Dinophyceae,45,PF00795.24,0.9574468085106383
Dinophyceae,45,PF00805.24,0.9574468085106383
Dinophyceae,47,PF00806.21,1.0
Dinophyceae,46,PF00810.20,0.9787234042553191
Dinophyceae,46,PF00827.19,0.9787234042553191
Dinophyceae,45,PF00828.21,0.9574468085106383
Dinophyceae,46,PF00833.20,0.9787234042553191
Dinophyceae,45,PF00834.21,0.9574468085106383
Dinophyceae,45,PF00847.22,0.9574468085106383
Dinophyceae,45,PF00849.24,0.9574468085106383
Dinophyceae,46,PF00850.21,0.9787234042553191
Dinophyceae,45,PF00852.21,0.9574468085106383
Dinophyceae,47,PF00856.30,1.0
Dinophyceae,46,PF00857.22,0.9787234042553191
Dinophyceae,45,PF00864.21,0.9574468085106383
Dinophyceae,46,PF00884.25,0.9787234042553191
Dinophyceae,45,PF00886.21,0.9574468085106383
Dinophyceae,47,PF00887.21,1.0
Dinophyceae,46,PF00888.24,0.9787234042553191
Dinophyceae,47,PF00890.26,1.0
Dinophyceae,47,PF00892.22,1.0
Dinophyceae,46,PF00899.23,0.9787234042553191
Dinophyceae,45,PF00900.22,0.9574468085106383
Dinophyceae,46,PF00903.27,0.9787234042553191
Dinophyceae,47,PF00909.23,1.0
Dinophyceae,46,PF00916.22,0.9787234042553191
Dinophyceae,45,PF00920.23,0.9574468085106383
Dinophyceae,47,PF00928.23,1.0
Dinophyceae,46,PF00929.26,0.9787234042553191
Dinophyceae,45,PF00935.21,0.9574468085106383
Dinophyceae,45,PF00939.21,0.9574468085106383
Dinophyceae,46,PF00957.23,0.9787234042553191
Dinophyceae,45,PF00962.24,0.9574468085106383
Dinophyceae,45,PF00970.26,0.9574468085106383
Dinophyceae,45,PF00975.22,0.9574468085106383
Dinophyceae,45,PF00982.23,0.9574468085106383
Dinophyceae,45,PF00995.25,0.9574468085106383
Dinophyceae,46,PF00996.20,0.9787234042553191
Dinophyceae,46,PF00999.23,0.9787234042553191
Dinophyceae,46,PF01015.20,0.9787234042553191
Dinophyceae,46,PF01025.21,0.9787234042553191
Dinophyceae,45,PF01026.23,0.9574468085106383
Dinophyceae,47,PF01027.22,1.0
Dinophyceae,47,PF01040.20,1.0
Dinophyceae,47,PF01041.19,1.0
Dinophyceae,45,PF01042.23,0.9574468085106383
Dinophyceae,46,PF01048.22,0.9787234042553191
Dinophyceae,46,PF01053.22,0.9787234042553191
Dinophyceae,45,PF01055.28,0.9574468085106383
Dinophyceae,46,PF01061.26,0.9787234042553191
Dinophyceae,47,PF01062.23,1.0
Dinophyceae,46,PF01063.21,0.9787234042553191
Dinophyceae,47,PF01066.23,1.0
Dinophyceae,45,PF01070.20,0.9574468085106383
Dinophyceae,46,PF01071.21,0.9787234042553191
Dinophyceae,46,PF01073.21,0.9787234042553191
Dinophyceae,45,PF01086.19,0.9574468085106383
Dinophyceae,46,PF01088.23,0.9787234042553191
Dinophyceae,45,PF01090.21,0.9574468085106383
Dinophyceae,45,PF01092.21,0.9574468085106383
Dinophyceae,46,PF01096.20,0.9787234042553191
Dinophyceae,45,PF01105.26,0.9574468085106383
Dinophyceae,45,PF01106.19,0.9574468085106383
Dinophyceae,46,PF01111.21,0.9787234042553191
Dinophyceae,46,PF01124.20,0.9787234042553191
Dinophyceae,45,PF01126.22,0.9574468085106383
Dinophyceae,46,PF01129.20,0.9787234042553191
Dinophyceae,46,PF01131.22,0.9787234042553191
Dinophyceae,46,PF01135.21,0.9787234042553191
Dinophyceae,45,PF01137.23,0.9574468085106383
Dinophyceae,45,PF01138.23,0.9574468085106383
Dinophyceae,45,PF01139.19,0.9574468085106383
Dinophyceae,47,PF01145.27,1.0
Dinophyceae,45,PF01150.19,0.9574468085106383
Dinophyceae,47,PF01151.20,1.0
Dinophyceae,46,PF01156.21,0.9787234042553191
Dinophyceae,45,PF01158.20,0.9574468085106383
Dinophyceae,45,PF01159.21,0.9574468085106383
Dinophyceae,46,PF01163.24,0.9787234042553191
Dinophyceae,45,PF01169.21,0.9574468085106383
Dinophyceae,47,PF01176.21,1.0
Dinophyceae,46,PF01182.22,0.9787234042553191
Dinophyceae,46,PF01189.19,0.9787234042553191
Dinophyceae,45,PF01199.20,0.9574468085106383
Dinophyceae,46,PF01201.24,0.9787234042553191
Dinophyceae,45,PF01207.19,0.9574468085106383
Dinophyceae,45,PF01208.19,0.9574468085106383
Dinophyceae,45,PF01209.20,0.9574468085106383
Dinophyceae,47,PF01214.20,1.0
Dinophyceae,45,PF01215.21,0.9574468085106383
Dinophyceae,45,PF01217.22,0.9574468085106383
Dinophyceae,45,PF01218.20,0.9574468085106383
Dinophyceae,45,PF01221.20,0.9574468085106383
Dinophyceae,45,PF01230.25,0.9574468085106383
Dinophyceae,46,PF01246.22,0.9787234042553191
Dinophyceae,46,PF01247.20,0.9787234042553191
Dinophyceae,45,PF01248.28,0.9574468085106383
Dinophyceae,45,PF01251.20,0.9574468085106383
Dinophyceae,45,PF01253.24,0.9574468085106383
Dinophyceae,45,PF01263.22,0.9574468085106383
Dinophyceae,46,PF01266.26,0.9787234042553191
Dinophyceae,45,PF01269.19,0.9574468085106383
Dinophyceae,45,PF01280.22,0.9574468085106383
Dinophyceae,45,PF01281.21,0.9574468085106383
Dinophyceae,45,PF01282.21,0.9574468085106383
Dinophyceae,45,PF01283.21,0.9574468085106383
Dinophyceae,47,PF01287.22,1.0
Dinophyceae,45,PF01293.22,0.9574468085106383
Dinophyceae,46,PF01294.20,0.9787234042553191
Dinophyceae,46,PF01300.20,0.9787234042553191
Dinophyceae,45,PF01302.27,0.9574468085106383
Dinophyceae,47,PF01323.22,1.0
Dinophyceae,47,PF01344.27,1.0
Dinophyceae,46,PF01363.23,0.9787234042553191
Dinophyceae,46,PF01369.22,0.9787234042553191
Dinophyceae,47,PF01370.23,1.0
Dinophyceae,45,PF01380.24,0.9574468085106383
Dinophyceae,45,PF01391.20,0.9574468085106383
Dinophyceae,45,PF01398.23,0.9574468085106383
Dinophyceae,46,PF01399.29,0.9787234042553191
Dinophyceae,46,PF01408.24,0.9787234042553191
Dinophyceae,46,PF01409.22,0.9787234042553191
Dinophyceae,47,PF01412.20,1.0
Dinophyceae,46,PF01417.22,0.9787234042553191
Dinophyceae,47,PF01423.24,1.0
Dinophyceae,45,PF01424.24,0.9574468085106383
Dinophyceae,45,PF01425.23,0.9574468085106383
Dinophyceae,46,PF01428.18,0.9787234042553191
Dinophyceae,46,PF01432.22,0.9787234042553191
Dinophyceae,45,PF01433.22,0.9574468085106383
Dinophyceae,45,PF01436.23,0.9574468085106383
Dinophyceae,45,PF01459.24,0.9574468085106383
Dinophyceae,45,PF01466.21,0.9574468085106383
Dinophyceae,47,PF01467.28,1.0
Dinophyceae,47,PF01479.27,1.0
Dinophyceae,47,PF01485.23,1.0
Dinophyceae,47,PF01490.20,1.0
Dinophyceae,47,PF01494.21,1.0
Dinophyceae,45,PF01501.22,0.9574468085106383
Dinophyceae,46,PF01504.20,0.9787234042553191
Dinophyceae,45,PF01521.22,0.9574468085106383
Dinophyceae,45,PF01522.23,0.9574468085106383
Dinophyceae,47,PF01529.22,1.0
Dinophyceae,45,PF01532.22,0.9574468085106383
Dinophyceae,46,PF01535.22,0.9787234042553191
Dinophyceae,45,PF01544.20,0.9574468085106383
Dinophyceae,47,PF01545.23,1.0
Dinophyceae,47,PF01546.30,1.0
Dinophyceae,45,PF01549.26,0.9574468085106383
Dinophyceae,47,PF01553.23,1.0
Dinophyceae,47,PF01554.20,1.0
Dinophyceae,46,PF01556.20,0.9787234042553191
Dinophyceae,46,PF01557.20,0.9787234042553191
Dinophyceae,45,PF01564.19,0.9574468085106383
Dinophyceae,46,PF01565.25,0.9787234042553191
Dinophyceae,46,PF01566.20,0.9787234042553191
Dinophyceae,46,PF01569.23,0.9787234042553191
Dinophyceae,45,PF01571.23,0.9574468085106383
Dinophyceae,46,PF01583.22,0.9787234042553191
Dinophyceae,46,PF01588.22,0.9787234042553191
Dinophyceae,46,PF01592.18,0.9787234042553191
Dinophyceae,45,PF01593.26,0.9574468085106383
Dinophyceae,46,PF01594.18,0.9787234042553191
Dinophyceae,46,PF01595.22,0.9787234042553191
Dinophyceae,45,PF01596.19,0.9574468085106383
Dinophyceae,45,PF01597.21,0.9574468085106383
Dinophyceae,46,PF01602.22,0.9787234042553191
Dinophyceae,46,PF01603.22,0.9787234042553191
Dinophyceae,47,PF01612.22,1.0
Dinophyceae,47,PF01625.23,1.0
Dinophyceae,46,PF01636.25,0.9787234042553191
Dinophyceae,46,PF01641.20,0.9787234042553191
Dinophyceae,46,PF01650.20,0.9787234042553191
Dinophyceae,47,PF01652.20,1.0
Dinophyceae,45,PF01655.20,0.9574468085106383
Dinophyceae,46,PF01661.23,0.9787234042553191
Dinophyceae,46,PF01694.24,0.9787234042553191
Dinophyceae,47,PF01699.26,1.0
Dinophyceae,45,PF01702.20,0.9574468085106383
Dinophyceae,47,PF01704.20,1.0
Dinophyceae,46,PF01722.20,0.9787234042553191
Dinophyceae,45,PF01725.18,0.9574468085106383
Dinophyceae,47,PF01728.21,1.0
Dinophyceae,46,PF01733.20,0.9787234042553191
Dinophyceae,46,PF01738.20,0.9787234042553191
Dinophyceae,45,PF01743.22,0.9574468085106383
Dinophyceae,45,PF01746.23,0.9574468085106383
Dinophyceae,46,PF01753.20,0.9787234042553191
Dinophyceae,46,PF01755.19,0.9787234042553191
Dinophyceae,45,PF01757.24,0.9574468085106383
Dinophyceae,45,PF01761.22,0.9574468085106383
Dinophyceae,45,PF01762.23,0.9574468085106383
Dinophyceae,47,PF01764.27,1.0
Dinophyceae,46,PF01769.18,0.9787234042553191
Dinophyceae,47,PF01775.19,1.0
Dinophyceae,46,PF01776.19,0.9787234042553191
Dinophyceae,46,PF01777.20,0.9787234042553191
Dinophyceae,45,PF01778.19,0.9574468085106383
Dinophyceae,45,PF01798.20,0.9574468085106383
Dinophyceae,45,PF01813.19,0.9574468085106383
Dinophyceae,45,PF01841.21,0.9574468085106383
Dinophyceae,45,PF01846.21,0.9574468085106383
Dinophyceae,45,PF01849.20,0.9574468085106383
Dinophyceae,46,PF01852.21,0.9787234042553191
Dinophyceae,46,PF01866.19,0.9787234042553191
Dinophyceae,47,PF01873.19,1.0
Dinophyceae,45,PF01883.21,0.9574468085106383
Dinophyceae,46,PF01885.18,0.9787234042553191
Dinophyceae,45,PF01907.21,0.9574468085106383
Dinophyceae,45,PF01912.20,0.9574468085106383
Dinophyceae,45,PF01915.24,0.9574468085106383
Dinophyceae,46,PF01920.22,0.9787234042553191
Dinophyceae,45,PF01922.19,0.9574468085106383
Dinophyceae,46,PF01925.21,0.9787234042553191
Dinophyceae,47,PF01926.25,1.0
Dinophyceae,45,PF01929.19,0.9574468085106383
Dinophyceae,46,PF01965.26,0.9787234042553191
Dinophyceae,47,PF01979.22,1.0
Dinophyceae,46,PF01984.22,0.9787234042553191
Dinophyceae,45,PF01990.19,0.9574468085106383
Dinophyceae,47,PF01991.20,1.0
Dinophyceae,46,PF01992.18,0.9787234042553191
Dinophyceae,47,PF02020.20,1.0
Dinophyceae,46,PF02036.19,0.9787234042553191
Dinophyceae,46,PF02037.29,0.9787234042553191
Dinophyceae,46,PF02099.19,0.9787234042553191
Dinophyceae,46,PF02127.17,0.9787234042553191
Dinophyceae,47,PF02146.19,1.0
Dinophyceae,45,PF02151.21,0.9574468085106383
Dinophyceae,45,PF02167.17,0.9574468085106383
Dinophyceae,45,PF02204.20,0.9574468085106383
Dinophyceae,46,PF02213.18,0.9787234042553191
Dinophyceae,46,PF02214.24,0.9787234042553191
Dinophyceae,46,PF02225.24,0.9787234042553191
Dinophyceae,46,PF02230.18,0.9787234042553191
Dinophyceae,47,PF02263.21,1.0
Dinophyceae,46,PF02265.18,0.9787234042553191
Dinophyceae,45,PF02271.18,0.9574468085106383
Dinophyceae,45,PF02275.20,0.9574468085106383
Dinophyceae,45,PF02290.17,0.9574468085106383
Dinophyceae,45,PF02317.19,0.9574468085106383
Dinophyceae,45,PF02320.18,0.9574468085106383
Dinophyceae,45,PF02325.19,0.9574468085106383
Dinophyceae,45,PF02330.18,0.9574468085106383
Dinophyceae,47,PF02338.21,1.0
Dinophyceae,45,PF02342.20,0.9574468085106383
Dinophyceae,47,PF02353.22,1.0
Dinophyceae,46,PF02373.24,0.9787234042553191
Dinophyceae,46,PF02434.18,0.9787234042553191
Dinophyceae,45,PF02460.20,0.9574468085106383
Dinophyceae,46,PF02463.21,0.9787234042553191
Dinophyceae,45,PF02466.21,0.9574468085106383
Dinophyceae,46,PF02492.21,0.9787234042553191
Dinophyceae,47,PF02493.22,1.0
Dinophyceae,46,PF02515.19,0.9787234042553191
Dinophyceae,47,PF02518.28,1.0
Dinophyceae,46,PF02535.24,0.9787234042553191
Dinophyceae,45,PF02545.16,0.9574468085106383
Dinophyceae,45,PF02574.18,0.9574468085106383
Dinophyceae,45,PF02580.18,0.9574468085106383
Dinophyceae,45,PF02615.16,0.9574468085106383
Dinophyceae,47,PF02622.17,1.0
Dinophyceae,45,PF02629.21,0.9574468085106383
Dinophyceae,45,PF02656.17,0.9574468085106383
Dinophyceae,45,PF02666.17,0.9574468085106383
Dinophyceae,47,PF02668.18,1.0
Dinophyceae,45,PF02670.18,0.9574468085106383
Dinophyceae,45,PF02678.18,0.9574468085106383
Dinophyceae,46,PF02698.19,0.9787234042553191
Dinophyceae,45,PF02714.17,0.9574468085106383
Dinophyceae,45,PF02729.23,0.9574468085106383
Dinophyceae,46,PF02737.20,0.9787234042553191
Dinophyceae,45,PF02747.17,0.9574468085106383
Dinophyceae,45,PF02770.21,0.9574468085106383
Dinophyceae,46,PF02771.18,0.9787234042553191
Dinophyceae,45,PF02772.18,0.9574468085106383
Dinophyceae,47,PF02773.18,1.0
Dinophyceae,45,PF02774.20,0.9574468085106383
Dinophyceae,45,PF02776.20,0.9574468085106383
Dinophyceae,46,PF02784.18,0.9787234042553191
Dinophyceae,46,PF02786.19,0.9787234042553191
Dinophyceae,45,PF02798.22,0.9574468085106383
Dinophyceae,47,PF02800.22,1.0
Dinophyceae,45,PF02801.24,0.9574468085106383
Dinophyceae,46,PF02816.20,0.9787234042553191
Dinophyceae,45,PF02823.18,0.9574468085106383
Dinophyceae,47,PF02825.22,1.0
Dinophyceae,46,PF02826.21,0.9787234042553191
Dinophyceae,46,PF02836.19,0.9787234042553191
Dinophyceae,45,PF02854.21,0.9574468085106383
Dinophyceae,47,PF02866.20,1.0
Dinophyceae,47,PF02867.17,1.0
Dinophyceae,46,PF02872.20,0.9787234042553191
Dinophyceae,45,PF02882.21,0.9574468085106383
Dinophyceae,46,PF02889.18,0.9787234042553191
Dinophyceae,46,PF02902.21,0.9787234042553191
Dinophyceae,46,PF02913.21,0.9787234042553191
Dinophyceae,46,PF02931.25,0.9787234042553191
Dinophyceae,46,PF02953.17,0.9787234042553191
Dinophyceae,46,PF02966.18,0.9787234042553191
Dinophyceae,47,PF02985.24,1.0
Dinophyceae,45,PF02990.18,0.9574468085106383
Dinophyceae,46,PF02991.18,0.9787234042553191
Dinophyceae,46,PF02996.19,0.9787234042553191
Dinophyceae,46,PF03006.22,0.9787234042553191
Dinophyceae,45,PF03009.19,0.9574468085106383
Dinophyceae,47,PF03016.17,1.0
Dinophyceae,45,PF03029.19,0.9574468085106383
Dinophyceae,46,PF03030.18,0.9787234042553191
Dinophyceae,45,PF03031.20,0.9574468085106383
Dinophyceae,45,PF03055.17,0.9574468085106383
Dinophyceae,47,PF03060.17,1.0
Dinophyceae,45,PF03061.24,0.9574468085106383
Dinophyceae,45,PF03074.18,0.9574468085106383
Dinophyceae,47,PF03083.18,1.0
Dinophyceae,45,PF03092.18,0.9574468085106383
Dinophyceae,47,PF03109.18,1.0
Dinophyceae,46,PF03124.16,0.9787234042553191
Dinophyceae,47,PF03133.17,1.0
Dinophyceae,45,PF03134.21,0.9574468085106383
Dinophyceae,46,PF03143.19,0.9787234042553191
Dinophyceae,45,PF03148.16,0.9574468085106383
Dinophyceae,46,PF03151.18,0.9787234042553191
Dinophyceae,47,PF03152.16,1.0
Dinophyceae,47,PF03171.22,1.0
Dinophyceae,46,PF03179.17,0.9787234042553191
Dinophyceae,45,PF03188.18,0.9574468085106383
Dinophyceae,45,PF03194.17,0.9574468085106383
Dinophyceae,47,PF03208.21,1.0
Dinophyceae,45,PF03223.17,0.9574468085106383
Dinophyceae,45,PF03248.15,0.9574468085106383
